YDR252W,,,,,,,,,,,,,YDR252W,YDR252W,,--- // ---,,---,,,,,,,,,,,,0006444 // nascent polypeptide association,0005830 // cytosolic ribosome (sensu Eukaryota) /// 0005854 // nascent polypeptide-associated complex,0051082 // unfolded protein binding
YDR253C,,,,,,,,,,,,,YDR253C,YDR253C,,Hs.257827 // full length,,10963,,,,,,,,,,,,0000096 // sulfur amino acid metabolism,0005634 // nucleus,0003677 // DNA binding /// 0003704 // specific RNA polymerase II transcription factor activity
YDR254W,,,,,,,,,,,,,YDR254W,YDR254W,,Hs.99924 // full length,,267004,,,,,,,,,,,,0007059 // chromosome segregation /// 0007059 // chromosome segregation,0000942 // outer kinetochore of condensed nuclear chromosome,0003677 // DNA binding
YDR255C,,,,,,,,,,,,,YDR255C,YDR255C,,Hs.408049 // full length,,5588,,,,,,,,,,,,0045721 // negative regulation of gluconeogenesis,0005829 // cytosol,0005554 // molecular_function unknown
YDR256C,,,,,,,,,,,,,YDR256C,YDR256C,,Hs.194657 // full length,,999,,,,,,,,,,,,0006800 // oxygen and reactive oxygen species metabolism,0005739 // mitochondrion /// 0005782 // peroxisomal matrix,0004096 // catalase activity
YDR257C,,,,,,,,,,,,,YDR257C,YDR257C,,Hs.203 // full length,,887,,,,,,,,,,,,0000004 // biological_process unknown,0005634 // nucleus,0005554 // molecular_function unknown
YDR258C,,,,,,,,,,,,,YDR258C,YDR258C,,Hs.434059 // full length,,2118,,,,,,,,,,,,0000002 // mitochondrial genome maintenance /// 0006457 // protein folding /// 0006950 // response to stress /// 0030150 // mitochondrial matrix protein import,0005759 // mitochondrial matrix,0016887 // ATPase activity /// 0051082 // unfolded protein binding
YDR259C,,,,,,,,,,,,,YDR259C,YDR259C,,Hs.254321 // full length,,1495,,,,,,,,,,,,0045944 // positive regulation of transcription from Pol II promoter,0005634 // nucleus,0003702 // RNA polymerase II transcription factor activity
YDR260C,,,,,,,,,,,,,YDR260C,YDR260C,,Hs.381282 // full length,,7301,,,,,,,,,,,,0030071 // regulation of mitotic metaphase/anaphase transition /// 0030476 // spore wall assembly (sensu Fungi),0005634 // nucleus /// 0005680 // anaphase-promoting complex,0005554 // molecular_function unknown
YDR261C,,,,,,,,,,,,,YDR261C,YDR261C,,Hs.443435 // full length,,1009,,,,,,,,,,,,0007047 // cell wall organization and biogenesis,0009277 // cell wall (sensu Fungi),"0004338 // glucan 1,3-beta-glucosidase activity"
YDR262W,,,,,,,,,,,,,YDR262W,YDR262W,,Hs.125124 // full length,,2048,,,,,,,,,,,,0000004 // biological_process unknown,0000324 // vacuole (sensu Fungi),0005554 // molecular_function unknown
YDR263C,,,,,,,,,,,,,YDR263C,YDR263C,,Hs.306251 // full length,,2065,,,,,,,,,,,,0006281 // DNA repair /// 0006281 // DNA repair,0005739 // mitochondrion,0004518 // nuclease activity
YDR264C,,,,,,,,,,,,,YDR264C,YDR264C,,Hs.150917 // full length,,1496,,,,,,,,,,,,0000750 // signal transduction during conjugation with cellular fusion /// 0006897 // endocytosis /// 0018318 // protein amino acid palmitoylation,0016020 // membrane,0016409 // palmitoyltransferase activity
YDR265W,,,,,,,,,,,,,YDR265W,YDR265W,,Hs.29764 // full length,,7475,,,,,,,,,,,,0007031 // peroxisome organization and biogenesis,0005778 // peroxisomal membrane,0005515 // protein binding
YDR266C,,,,,,,,,,,,,YDR266C,YDR266C,,Hs.302428 // full length,,54361,,,,,,,,,,,,0000004 // biological_process unknown,0005737 // cytoplasm,0005554 // molecular_function unknown
YDR267C,,,,,,,,,,,,,YDR267C,YDR267C,,Hs.313 // full length,,6696,,,,,,,,,,,,0000004 // biological_process unknown,0005634 // nucleus /// 0005737 // cytoplasm /// 0005737 // cytoplasm,0005554 // molecular_function unknown
YDR268W,,,,,,,,,,,,,YDR268W,YDR268W,,Hs.257082 // full length,,7520,,,,,,,,,,,,0006436 // tryptophanyl-tRNA aminoacylation,0005739 // mitochondrion /// 0005739 // mitochondrion,0004830 // tryptophan-tRNA ligase activity /// 0004830 // tryptophan-tRNA ligase activity
YDR269C,,,,,,,,,,,,,YDR269C,YDR269C,,Hs.25647 // full length,,2353,,,,,,,,,,,,---,---,---
YDR270W,,,,,,,,,,,,,YDR270W,YDR270W,,Hs.172816 // full length,,3084,,,,,,,,,,,,0006825 // copper ion transport /// 0015680 // intracellular copper ion transport,0005802 // Golgi trans face,0004008 // copper-exporting ATPase activity /// 0004008 // copper-exporting ATPase activity /// 0004008 // copper-exporting ATPase activity
YDR271C,,,,,,,,,,,,,YDR271C,YDR271C,,Hs.355888 // full length,,5330,,,,,,,,,,,,---,---,---
YDR272W,,,,,,,,,,,,,YDR272W,YDR272W,,Hs.348418 // full length,,1810,,,,,,,,,,,,0005975 // carbohydrate metabolism,0005737 // cytoplasm,0004416 // hydroxyacylglutathione hydrolase activity
YDR273W,,,,,,,,,,,,,YDR273W,YDR273W,,Hs.208080 // full length,,4920,,,,,,,,,,,,0007126 // meiosis /// 0030476 // spore wall assembly (sensu Fungi),0005628 // prospore membrane /// 0005628 // prospore membrane /// 0005819 // spindle,0005554 // molecular_function unknown
YDR274C,,,,,,,,,,,,,YDR274C,YDR274C,,Hs.274243 // full length,,4919,,,,,,,,,,,,---,---,---
YDR275W,,,,,,,,,,,,,YDR275W,YDR275W,,Hs.424414 // full length,,4487,,,,,,,,,,,,0000004 // biological_process unknown,0005811 // lipid particle,0005554 // molecular_function unknown
YDR276C,,,,,,,,,,,,,YDR276C,YDR276C,,Hs.424414 // full length,,4487,,,,,,,,,,,,0006812 // cation transport,0005886 // plasma membrane,0005554 // molecular_function unknown
YDR277C,,,,,,,,,,,,,YDR277C,YDR277C,,Hs.446429 // full length,,5730,,,,,,,,,,,,0007165 // signal transduction /// 0007165 // signal transduction /// 0015758 // glucose transport,0008372 // cellular_component unknown,0005554 // molecular_function unknown
YDR278C,,,,,,,,,,,,,YDR278C,YDR278C,,Hs.181350 // full length,,3817,,,,,,,,,,,,---,---,---
YDR279W,,,,,,,,,,,,,YDR279W,YDR279W,,Hs.421245 // full length,,3550,,,,,,,,,,,,0006260 // DNA replication,0005634 // nucleus,0004523 // ribonuclease H activity
YDR280W,,,,,,,,,,,,,YDR280W,YDR280W,,Hs.167 // full length,,4133,,,,,,,,,,,,0006365 // 35S primary transcript processing /// 0006402 // mRNA catabolism,0000176 // nuclear exosome (RNase complex) /// 0000177 // cytoplasmic exosome (RNase complex),0000175 // 3'-5'-exoribonuclease activity
YDR281C,,,,,,,,,,,,,YDR281C,YDR281C,,Hs.167 // full length,,4133,,,,,,,,,,,,0000004 // biological_process unknown,0000324 // vacuole (sensu Fungi),0005554 // molecular_function unknown
YDR282C,,,,,,,,,,,,,YDR282C,YDR282C,,Hs.20575 // full length,,283431,,,,,,,,,,,,0000004 // biological_process unknown,0008372 // cellular_component unknown,0005554 // molecular_function unknown
YDR283C,,,,,,,,,,,,,YDR283C,YDR283C,,Hs.184161 // full length,,2131,,,,,,,,,,,,0006446 // regulation of translational initiation /// 0006468 // protein amino acid phosphorylation /// 0008652 // amino acid biosynthesis,0005830 // cytosolic ribosome (sensu Eukaryota),0004672 // protein kinase activity
YDR284C,,,,,,,,,,,,,YDR284C,YDR284C,,Hs.108104 // full length,,7332,,,,,,,,,,,,0006644 // phospholipid metabolism /// 0007165 // signal transduction,0000329 // vacuolar membrane (sensu Fungi) /// 0000329 // vacuolar membrane (sensu Fungi),0000810 // diacylglycerol pyrophosphate phosphatase activity /// 0000810 // diacylglycerol pyrophosphate phosphatase activity /// 0008195 // phosphatidate phosphatase activity
YDR285W,,,,,,,,,,,,,YDR285W,YDR285W,,Hs.82173 // full length,,7071,,,,,,,,,,,,0007126 // meiosis /// 0007129 // synapsis,0000795 // synaptonemal complex,0003682 // chromatin binding
YDR286C,,,,,,,,,,,,,YDR286C,YDR286C,,Hs.71642 // full length,,2784,,,,,,,,,,,,0000004 // biological_process unknown,0008372 // cellular_component unknown,0005554 // molecular_function unknown
YDR287W,,,,,,,,,,,,,YDR287W,YDR287W,,Hs.280342 // full length,,5573,,,,,,,,,,,,0006020 // myo-inositol metabolism,0008372 // cellular_component unknown,0008934 // inositol-1(or 4)-monophosphatase activity /// 0008934 // inositol-1(or 4)-monophosphatase activity
YDR288W,,,,,,,,,,,,,YDR288W,YDR288W,,Hs.280342 // full length,,5573,,,,,,,,,,,,0006281 // DNA repair,0005634 // nucleus /// 0005737 // cytoplasm,0003677 // DNA binding
YDR289C,,,,,,,,,,,,,YDR289C,YDR289C,,Hs.348024 // full length,,5899,,,,,,,,,,,,0000335 // negative regulation of DNA transposition,0008372 // cellular_component unknown,0005554 // molecular_function unknown
YDR290W,,,,,,,,,,,,,YDR290W,YDR290W,,Hs.135406 // full length,,10153,,,,,,,,,,,,---,---,---
YDR291W,,,,,,,,,,,,,YDR291W,YDR291W,,--- // ---,,---,,,,,,,,,,,,0000004 // biological_process unknown,0005634 // nucleus,0004386 // helicase activity
YDR292C,,,,,,,,,,,,,YDR292C,YDR292C,,Hs.512708 // full length,,7052,,,,,,,,,,,,0045047 // protein-ER targeting,0005789 // endoplasmic reticulum membrane,0005047 // signal recognition particle binding /// 0005047 // signal recognition particle binding
YDR293C,,,,,,,,,,,,,YDR293C,YDR293C,,Hs.432855 // full length,,3915,,,,,,,,,,,,0007047 // cell wall organization and biogenesis,0005737 // cytoplasm,0003723 // RNA binding
YDR294C,,,,,,,,,,,,,YDR294C,YDR294C,,Hs.150366 // full length,,4146,,,,,,,,,,,,0006665 // sphingolipid metabolism /// 0006665 // sphingolipid metabolism /// 0009267 // cellular response to starvation /// 0019722 // calcium-mediated signaling,0005783 // endoplasmic reticulum,0008117 // sphinganine-1-phosphate aldolase activity
YDR295C,,,,,,,,,,,,,YDR295C,YDR295C,,Hs.44 // full length,,5764,,,,,,,,,,,,"0006355 // regulation of transcription, DNA-dependent /// 0016575 // histone deacetylation",0000118 // histone deacetylase complex /// 0000118 // histone deacetylase complex /// 0005634 // nucleus,0004407 // histone deacetylase activity
YDR296W,,,,,,,,,,,,,YDR296W,YDR296W,,Hs.422181 // full length,,6285,,,,,,,,,,,,0000002 // mitochondrial genome maintenance,0005634 // nucleus /// 0005739 // mitochondrion /// 0005739 // mitochondrion,0030528 // transcription regulator activity
YDR297W,,,,,,,,,,,,,YDR297W,YDR297W,,Hs.241431 // full length,,2775,,,,,,,,,,,,0006665 // sphingolipid metabolism /// 0006665 // sphingolipid metabolism /// 0030148 // sphingolipid biosynthesis,0005783 // endoplasmic reticulum,0000170 // sphingosine hydroxylase activity /// 0000170 // sphingosine hydroxylase activity
YDR298C,,,,,,,,,,,,,YDR298C,YDR298C,,Hs.91773 // full length,,5515,,,,,,,,,,,,0015986 // ATP synthesis coupled proton transport /// 0015986 // ATP synthesis coupled proton transport,"0000274 // proton-transporting ATP synthase, stator stalk (sensu Eukaryota) /// 0000274 // proton-transporting ATP synthase, stator stalk (sensu Eukaryota) /// 0000274 // proton-transporting ATP synthase, stator stalk (sensu Eukaryota)","0005198 // structural molecule activity /// 0005198 // structural molecule activity /// 0046933 // hydrogen-transporting ATP synthase activity, rotational mechanism"
YDR299W,,,,,,,,,,,,,YDR299W,YDR299W,,Hs.86858 // full length,,6198,,,,,,,,,,,,0006888 // ER to Golgi transport,0005730 // nucleolus,0005554 // molecular_function unknown
YDR300C,,,,,,,,,,,,,YDR300C,YDR300C,,Hs.343475 // full length,,1509,,,,,,,,,,,,0006561 // proline biosynthesis,0005737 // cytoplasm,0004349 // glutamate 5-kinase activity /// 0004349 // glutamate 5-kinase activity /// 0004349 // glutamate 5-kinase activity /// 0004349 // glutamate 5-kinase activity
YDR301W,,,,,,,,,,,,,YDR301W,YDR301W,,--- // ---,,---,,,,,,,,,,,,0006369 // transcription termination from Pol II promoter /// 0006378 // mRNA polyadenylylation /// 0006378 // mRNA polyadenylylation /// 0006379 // mRNA cleavage /// 0006379 // mRNA cleavage,0005739 // mitochondrion /// 0005847 // mRNA cleavage and polyadenylation specificity factor complex /// 0005847 // mRNA cleavage and polyadenylation specificity factor complex /// 0005849 // mRNA cleavage factor complex,0030364 // cleavage and polyadenylylation specificity factor activity /// 0030364 // cleavage and polyadenylylation specificity factor activity
YDR302W,,,,,,,,,,,,,YDR302W,YDR302W,,Hs.76244 // full length,,6723,,,,,,,,,,,,0006506 // GPI anchor biosynthesis,0005783 // endoplasmic reticulum,0000234 // phosphoethanolamine N-methyltransferase activity
YDR303C,,,,,,,,,,,,,YDR303C,YDR303C,,Hs.31095 // full length,,4134,,,,,,,,,,,,"0000074 // regulation of cell cycle /// 0000074 // regulation of cell cycle /// 0006355 // regulation of transcription, DNA-dependent",0005634 // nucleus /// 0016586 // RSC complex,0003677 // DNA binding
YDR304C,,,,,,,,,,,,,YDR304C,YDR304C,,Hs.31095 // full length,,4134,,,,,,,,,,,,0000004 // biological_process unknown,0005737 // cytoplasm /// 0005783 // endoplasmic reticulum /// 0005783 // endoplasmic reticulum,0003755 // peptidyl-prolyl cis-trans isomerase activity
YDR305C,,,,,,,,,,,,,YDR305C,YDR305C,,Hs.132625 // full length,,3297,,,,,,,,,,,,0009164 // nucleoside catabolism,0005634 // nucleus /// 0005737 // cytoplasm /// 0005739 // mitochondrion,0016787 // hydrolase activity /// 0017111 // nucleoside-triphosphatase activity
YDR306C,,,,,,,,,,,,,YDR306C,YDR306C,,Hs.82848 // full length,,6402,,,,,,,,,,,,0006511 // ubiquitin-dependent protein catabolism,0000151 // ubiquitin ligase complex,0005515 // protein binding
YDR307W,,,,,,,,,,,,,YDR307W,YDR307W,,Hs.123107 // full length,,3816,,,,,,,,,,,,0000004 // biological_process unknown,0005783 // endoplasmic reticulum,0005554 // molecular_function unknown
YDR308C,,,,,,,,,,,,,YDR308C,YDR308C,,Hs.278430 // full length,,1589,,,,,,,,,,,,0006366 // transcription from Pol II promoter,0000119 // mediator complex,0016455 // RNA polymerase II transcription mediator activity
YDR309C,,,,,,,,,,,,,YDR309C,YDR309C,,Hs.30212 // full length,,9318,,,,,,,,,,,,0007120 // axial bud site selection /// 0007266 // Rho protein signal transduction /// 0030468 // establishment of cell polarity (sensu Fungi),0000131 // incipient bud site /// 0005934 // bud tip /// 0005937 // shmoo tip /// 0030478 // actin cap,0005083 // small GTPase regulatory/interacting protein activity
YDR310C,,,,,,,,,,,,,YDR310C,YDR310C,,Hs.77810 // full length,,4776,,,,,,,,,,,,0006348 // chromatin silencing at telomere /// 0007088 // regulation of mitosis /// 0007088 // regulation of mitosis /// 0030466 // chromatin silencing at silent mating-type cassette,0000118 // histone deacetylase complex /// 0000118 // histone deacetylase complex /// 0005634 // nucleus,0016564 // transcriptional repressor activity
YDR311W,,,,,,,,,,,,,YDR311W,YDR311W,,Hs.172674 // full length,,4775,,,,,,,,,,,,"0000717 // nucleotide-excision repair, DNA duplex unwinding /// 0006289 // nucleotide-excision repair /// 0006367 // transcription initiation from Pol II promoter /// 0006367 // transcription initiation from Pol II promoter /// 0007070 // negative regulation of transcription from Pol II promoter, mitotic",0000112 // nucleotide excision repair factor 3 complex /// 0005675 // transcription factor TFIIH complex /// 0005675 // transcription factor TFIIH complex,0016251 // general RNA polymerase II transcription factor activity
YDR312W,,,,,,,,,,,,,YDR312W,YDR312W,,Hs.512804 // full length,,8536,,,,,,,,,,,,0000027 // ribosomal large subunit assembly and maintenance /// 0000027 // ribosomal large subunit assembly and maintenance /// 0000747 // conjugation with cellular fusion,0005730 // nucleolus /// 0005730 // nucleolus,0019843 // rRNA binding
YDR313C,,,,,,,,,,,,,YDR313C,YDR313C,,Hs.88269 // full length,,2841,,,,,,,,,,,,0016567 // protein ubiquitination,0000329 // vacuolar membrane (sensu Fungi) /// 0005770 // late endosome,0004842 // ubiquitin-protein ligase activity
YDR314C,,,,,,,,,,,,,YDR314C,YDR314C,,Hs.88269 // full length,,2841,,,,,,,,,,,,0000004 // biological_process unknown,0005634 // nucleus,0005554 // molecular_function unknown
YDR315C,,,,,,,,,,,,,YDR315C,YDR315C,,--- // ---,,---,,,,,,,,,,,,0006020 // myo-inositol metabolism /// 0006020 // myo-inositol metabolism /// 0006020 // myo-inositol metabolism,0005634 // nucleus,0004428 // inositol or phosphatidylinositol kinase activity /// 0004428 // inositol or phosphatidylinositol kinase activity
YDR316W,,,,,,,,,,,,,YDR316W,YDR316W,,Hs.407506 // full length,,3623,,,,,,,,,,,,0000004 // biological_process unknown,0005739 // mitochondrion,0008757 // S-adenosylmethionine-dependent methyltransferase activity
YDR317W,,,,,,,,,,,,,YDR317W,YDR317W,,Hs.374553 // full length,,3921,,,,,,,,,,,,0000004 // biological_process unknown,0008372 // cellular_component unknown,0005554 // molecular_function unknown
YDR318W,,,,,,,,,,,,,YDR318W,YDR318W,,Hs.436873 // full length,,3685,,,,,,,,,,,,0007059 // chromosome segregation,0000778 // condensed nuclear chromosome kinetochore /// 0000817 // COMA complex,0005515 // protein binding
YDR319C,,,,,,,,,,,,,YDR319C,YDR319C,,Hs.36 // full length,,4049,,,,,,,,,,,,0000004 // biological_process unknown,0008372 // cellular_component unknown,0005554 // molecular_function unknown
YDR320C,,,,,,,,,,,,,YDR320C,YDR320C,,Hs.241570 // full length,,7124,,,,,,,,,,,,0007029 // ER organization and biogenesis,0005789 // endoplasmic reticulum membrane,0005515 // protein binding
YDR321W,,,,,,,,,,,,,YDR321W,YDR321W,,Hs.75438 // full length,,5860,,,,,,,,,,,,0006530 // asparagine catabolism /// 0006530 // asparagine catabolism,0005622 // intracellular /// 0005829 // cytosol,0004067 // asparaginase activity
YDR322W,,,,,,,,,,,,,YDR322W,YDR322W,,Hs.280226 // full length,,338,,,,,,,,,,,,0006412 // protein biosynthesis,0005762 // mitochondrial large ribosomal subunit /// 0005762 // mitochondrial large ribosomal subunit,0003735 // structural constituent of ribosome
YDR323C,,,,,,,,,,,,,YDR323C,YDR323C,,Hs.159118 // full length,,262,,,,,,,,,,,,0006896 // Golgi to vacuole transport /// 0006896 // Golgi to vacuole transport /// 0006904 // vesicle docking during exocytosis /// 0006906 // vesicle fusion,0005737 // cytoplasm /// 0010009 // external side of endosome membrane,0005554 // molecular_function unknown
YDR324C,,,,,,,,,,,,,YDR324C,YDR324C,,Hs.159118 // full length,,262,,,,,,,,,,,,0030490 // processing of 20S pre-rRNA /// 0030490 // processing of 20S pre-rRNA,0005732 // small nucleolar ribonucleoprotein complex,0030515 // snoRNA binding
YDR325W,,,,,,,,,,,,,YDR325W,YDR325W,,Hs.249159 // full length,,150,,,,,,,,,,,,0007076 // mitotic chromosome condensation /// 0007076 // mitotic chromosome condensation,0000799 // nuclear condensin complex /// 0000799 // nuclear condensin complex,0005554 // molecular_function unknown
YDR326C,,,,,,,,,,,,,YDR326C,YDR326C,,Hs.89546 // full length,,6401,,,,,,,,,,,,0000004 // biological_process unknown,0008372 // cellular_component unknown,0005554 // molecular_function unknown
YDR327W,,,,,,,,,,,,,YDR327W,YDR327W,,Hs.375108 // full length,,934,,,,,,,,,,,,---,---,---
YDR328C,,,,,,,,,,,,,YDR328C,YDR328C,,Hs.338207 // full length,,2475,,,,,,,,,,,,0000082 // G1/S transition of mitotic cell cycle /// 0000086 // G2/M transition of mitotic cell cycle /// 0006461 // protein complex assembly /// 0006511 // ubiquitin-dependent protein catabolism,0000152 // nuclear ubiquitin ligase complex /// 0000776 // kinetochore /// 0005634 // nucleus /// 0005737 // cytoplasm /// 0019005 // SCF ubiquitin ligase complex,0004842 // ubiquitin-protein ligase activity /// 0005515 // protein binding
YDR329C,,,,,,,,,,,,,YDR329C,YDR329C,,--- // ---,,---,,,,,,,,,,,,0006625 // protein-peroxisome targeting /// 0007031 // peroxisome organization and biogenesis,0005778 // peroxisomal membrane,0005554 // molecular_function unknown
YDR330W,,,,,,,,,,,,,YDR330W,YDR330W,,Hs.118633 // full length,,8638,,,,,,,,,,,,0006511 // ubiquitin-dependent protein catabolism,0005634 // nucleus /// 0005737 // cytoplasm,0005554 // molecular_function unknown
YDR331W,,,,,,,,,,,,,YDR331W,YDR331W,,Hs.442527 // full length,,1576,,,,,,,,,,,,0016255 // attachment of GPI anchor to protein,0030176 // integral to endoplasmic reticulum membrane,0003923 // GPI-anchor transamidase activity /// 0003923 // GPI-anchor transamidase activity
YDR332W,,,,,,,,,,,,,YDR332W,YDR332W,,Hs.1355 // full length,,1510,,,,,,,,,,,,0000004 // biological_process unknown,0005739 // mitochondrion,0004386 // helicase activity
YDR333C,,,,,,,,,,,,,YDR333C,YDR333C,,Hs.153444 // full length,,2922,,,,,,,,,,,,0000004 // biological_process unknown,0005737 // cytoplasm,0005554 // molecular_function unknown
YDR334W,,,,,,,,,,,,,YDR334W,YDR334W,,Hs.153444 // full length,,2922,,,,,,,,,,,,0006338 // chromatin remodeling /// 0006338 // chromatin remodeling /// 0006338 // chromatin remodeling,0000812 // SWR1 complex /// 0000812 // SWR1 complex /// 0005634 // nucleus,0004386 // helicase activity
YDR335W,,,,,,,,,,,,,YDR335W,YDR335W,,Hs.442787 // full length,,7707,,,,,,,,,,,,0006611 // protein-nucleus export /// 0006611 // protein-nucleus export,0005634 // nucleus /// 0005634 // nucleus,0005515 // protein binding /// 0008262 // importin-alpha export receptor activity /// 0008262 // importin-alpha export receptor activity
YDR336W,,,,,,,,,,,,,YDR336W,YDR336W,,Hs.181046 // full length,,1845,,,,,,,,,,,,0000004 // biological_process unknown,0008372 // cellular_component unknown,0005554 // molecular_function unknown
YDR337W,,,,,,,,,,,,,YDR337W,YDR337W,,Hs.388392 // full length,,3301,,,,,,,,,,,,0000028 // ribosomal small subunit assembly and maintenance /// 0006412 // protein biosynthesis /// 0006412 // protein biosynthesis,0005763 // mitochondrial small ribosomal subunit /// 0005763 // mitochondrial small ribosomal subunit,0003723 // RNA binding /// 0003735 // structural constituent of ribosome /// 0003735 // structural constituent of ribosome
YDR338C,,,,,,,,,,,,,YDR338C,YDR338C,,Hs.86386 // full length,,4170,,,,,,,,,,,,0000004 // biological_process unknown,0008372 // cellular_component unknown,0005554 // molecular_function unknown
YDR339C,,,,,,,,,,,,,YDR339C,YDR339C,,Hs.78518 // full length,,4882,,,,,,,,,,,,0000004 // biological_process unknown,0008372 // cellular_component unknown,0005554 // molecular_function unknown
YDR340W,,,,,,,,,,,,,YDR340W,YDR340W,,Hs.1119 // full length,,3164,,,,,,,,,,,,---,---,---
YDR341C,,,,,,,,,,,,,YDR341C,YDR341C,,Hs.1119 // full length,,3164,,,,,,,,,,,,0006412 // protein biosynthesis,0005737 // cytoplasm /// 0005739 // mitochondrion,0004814 // arginine-tRNA ligase activity
YDR342C,,,,,,,,,,,,,YDR342C,YDR342C,,Hs.272458 // full length,,5530,,,,,,,,,,,,0008645 // hexose transport,0005886 // plasma membrane,0005353 // fructose transporter activity /// 0005355 // glucose transporter activity /// 0005355 // glucose transporter activity /// 0015578 // mannose transporter activity
YDR343C,,,,,,,,,,,,,YDR343C,YDR343C,,Hs.240 // full length,,9585,,,,,,,,,,,,0008645 // hexose transport,0005886 // plasma membrane,0005353 // fructose transporter activity /// 0005355 // glucose transporter activity /// 0005355 // glucose transporter activity /// 0015578 // mannose transporter activity
YDR344C,,,,,,,,,,,,,YDR344C,YDR344C,,Hs.119251 // full length,,7384,,,,,,,,,,,,---,---,---
YDR345C,,,,,,,,,,,,,YDR345C,YDR345C,,Hs.51011 // full length,,8969,,,,,,,,,,,,0008645 // hexose transport,0005886 // plasma membrane,0005353 // fructose transporter activity /// 0005355 // glucose transporter activity /// 0005355 // glucose transporter activity /// 0015578 // mannose transporter activity
YDR346C,,,,,,,,,,,,,YDR346C,YDR346C,,Hs.51011 // full length,,8969,,,,,,,,,,,,0000004 // biological_process unknown,0005634 // nucleus /// 0005737 // cytoplasm,0005554 // molecular_function unknown
YDR347W,,,,,,,,,,,,,YDR347W,YDR347W,,Hs.417332 // full length,,343176,,,,,,,,,,,,0006412 // protein biosynthesis /// 0006412 // protein biosynthesis,0005763 // mitochondrial small ribosomal subunit /// 0005763 // mitochondrial small ribosomal subunit,0003735 // structural constituent of ribosome /// 0003735 // structural constituent of ribosome
YDR348C,,,,,,,,,,,,,YDR348C,YDR348C,,Hs.460 // full length,,467,,,,,,,,,,,,0000004 // biological_process unknown,0005935 // bud neck,0005554 // molecular_function unknown
YDR349C,,,,,,,,,,,,,YDR349C,YDR349C,,Hs.435166 // full length,,3930,,,,,,,,,,,,0000004 // biological_process unknown,0005737 // cytoplasm /// 0005783 // endoplasmic reticulum,0004190 // aspartic-type endopeptidase activity
YDR350C,,,,,,,,,,,,,YDR350C,YDR350C,,Hs.421342 // full length,,6774,,,,,,,,,,,,0006461 // protein complex assembly /// 0006461 // protein complex assembly,0005743 // mitochondrial inner membrane,0005554 // molecular_function unknown
YDR351W,,,,,,,,,,,,,YDR351W,YDR351W,,Hs.66542 // full length,,2827,,,,,,,,,,,,0007047 // cell wall organization and biogenesis /// 0007047 // cell wall organization and biogenesis,0005794 // Golgi apparatus,0005554 // molecular_function unknown
YDR352W,,,,,,,,,,,,,YDR352W,YDR352W,,Hs.23582 // full length,,4070,,,,,,,,,,,,0000004 // biological_process unknown,0000329 // vacuolar membrane (sensu Fungi),0005554 // molecular_function unknown
YDR353W,,,,,,,,,,,,,YDR353W,YDR353W,,--- // ---,,---,,,,,,,,,,,,0030503 // regulation of cell redox homeostasis /// 0030503 // regulation of cell redox homeostasis /// 0030503 // regulation of cell redox homeostasis,0005737 // cytoplasm,0004791 // thioredoxin-disulfide reductase activity
YDR354W,,,,,,,,,,,,,YDR354W,YDR354W,,--- // ---,,---,,,,,,,,,,,,0000162 // tryptophan biosynthesis /// 0000162 // tryptophan biosynthesis,0005634 // nucleus /// 0005737 // cytoplasm,0004048 // anthranilate phosphoribosyltransferase activity
YDR355C,,,,,,,,,,,,,YDR355C,YDR355C,,--- // ---,,---,,,,,,,,,,,,---,---,---
YDR356W,,,,,,,,,,,,,YDR356W,YDR356W,,--- // ---,,---,,,,,,,,,,,,0007020 // microtubule nucleation,0005822 // inner plaque of spindle pole body /// 0005823 // central plaque of spindle pole body,0005200 // structural constituent of cytoskeleton
YDR357C,,,,,,,,,,,,,YDR357C,YDR357C,,--- // ---,,---,,,,,,,,,,,,0000004 // biological_process unknown,0005737 // cytoplasm,0005554 // molecular_function unknown
YDR358W,,,,,,,,,,,,,YDR358W,YDR358W,,--- // ---,,---,,,,,,,,,,,,0006896 // Golgi to vacuole transport /// 0006896 // Golgi to vacuole transport,0005802 // Golgi trans face,0005554 // molecular_function unknown
YDR359C,,,,,,,,,,,,,YDR359C,YDR359C,,--- // ---,,---,,,,,,,,,,,,0016568 // chromatin modification,0000123 // histone acetyltransferase complex,0005554 // molecular_function unknown
YDR360W,,,,,,,,,,,,,YDR360W,YDR360W,,--- // ---,,---,,,,,,,,,,,,---,---,---
YDR361C,,,,,,,,,,,,,YDR361C,YDR361C,,--- // ---,,---,,,,,,,,,,,,0000004 // biological_process unknown,0005634 // nucleus /// 0005737 // cytoplasm,0005554 // molecular_function unknown
YDR362C,,,,,,,,,,,,,YDR362C,YDR362C,,--- // ---,,---,,,,,,,,,,,,0006384 // transcription initiation from Pol III promoter,0000127 // transcription factor TFIIIC complex,0003709 // RNA polymerase III transcription factor activity
YDR363W,,,,,,,,,,,,,YDR363W,YDR363W,,--- // ---,,---,,,,,,,,,,,,0030466 // chromatin silencing at silent mating-type cassette,0005634 // nucleus,0005554 // molecular_function unknown
